Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
07/03/2021,DKI JAKARTA,1834,45,1765,24,349932,337266,5781,6885
08/03/2021,DKI JAKARTA,1783,48,1675,60,351715,338941,5829,6945
09/03/2021,DKI JAKARTA,867,45,1643,-821,352582,340584,5874,6124
10/03/2021,DKI JAKARTA,1046,45,1477,-476,353628,342061,5919,5648
11/03/2021,DKI JAKARTA,1754,25,980,749,355382,343041,5944,6397
12/03/2021,DKI JAKARTA,1873,50,1263,560,357255,344304,5994,6957
13/03/2021,DKI JAKARTA,1034,10,577,447,358289,344881,6004,7404
14/03/2021,DKI JAKARTA,1204,36,2367,-1199,359493,347248,6040,6205
15/03/2021,DKI JAKARTA,1555,35,1676,-156,361048,348924,6075,6049
16/03/2021,DKI JAKARTA,835,20,1491,-676,361883,350415,6095,5373
17/03/2021,DKI JAKARTA,1330,3,1184,143,363213,351599,6098,5516
18/03/2021,DKI JAKARTA,1719,20,1168,531,364932,352767,6118,6047
19/03/2021,DKI JAKARTA,1588,18,0,1570,366520,352767,6136,7617
02/03/2020,JAWA BARAT,3,0,0,3,3,0,0,3
03/03/2020,JAWA BARAT,1,1,0,0,4,0,1,3
04/03/2020,JAWA BARAT,1,0,0,1,5,0,1,4
05/03/2020,JAWA BARAT,1,0,0,1,6,0,1,5
06/03/2020,JAWA BARAT,1,0,0,1,7,0,1,6
07/03/2020,JAWA BARAT,0,0,0,0,7,0,1,6
08/03/2020,JAWA BARAT,0,0,0,0,7,0,1,6
09/03/2020,JAWA BARAT,0,0,0,0,7,0,1,6
10/03/2020,JAWA BARAT,0,0,0,0,7,0,1,6
11/03/2020,JAWA BARAT,0,1,0,-1,7,0,2,5
12/03/2020,JAWA BARAT,1,0,0,1,8,0,2,6
13/03/2020,JAWA BARAT,4,0,4,0,12,4,2,6
14/03/2020,JAWA BARAT,0,0,0,0,12,4,2,6
15/03/2020,JAWA BARAT,0,0,0,0,12,4,2,6
16/03/2020,JAWA BARAT,1,0,0,1,13,4,2,7
17/03/2020,JAWA BARAT,11,0,0,11,24,4,2,18
18/03/2020,JAWA BARAT,5,1,1,3,29,5,3,21
19/03/2020,JAWA BARAT,7,1,0,6,36,5,4,27
20/03/2020,JAWA BARAT,20,3,0,17,56,5,7,44
21/03/2020,JAWA BARAT,5,0,0,5,61,5,7,49
22/03/2020,JAWA BARAT,3,3,0,0,64,5,10,49
23/03/2020,JAWA BARAT,6,4,0,2,70,5,14,51
24/03/2020,JAWA BARAT,2,2,1,-1,72,6,16,50
25/03/2020,JAWA BARAT,5,0,1,4,77,7,16,54
26/03/2020,JAWA BARAT,8,0,0,8,85,7,16,62
27/03/2020,JAWA BARAT,27,4,0,23,112,7,20,85
28/03/2020,JAWA BARAT,23,2,1,20,135,8,22,105
29/03/2020,JAWA BARAT,33,2,1,30,168,9,24,135
30/03/2020,JAWA BARAT,26,2,3,21,194,12,26,156
31/03/2020,JAWA BARAT,9,0,3,6,203,15,26,162
01/04/2020,JAWA BARAT,27,1,0,26,230,15,27,188
02/04/2020,JAWA BARAT,24,4,1,19,254,16,31,207
03/04/2020,JAWA BARAT,2,1,3,-2,256,19,32,205
04/04/2020,JAWA BARAT,24,2,0,22,280,19,34,227
05/04/2020,JAWA BARAT,10,0,1,9,290,20,34,236
06/04/2020,JAWA BARAT,20,2,1,17,310,21,36,253
07/04/2020,JAWA BARAT,79,2,3,74,389,24,38,327
08/04/2020,JAWA BARAT,24,5,1,18,413,25,43,345
09/04/2020,JAWA BARAT,22,5,1,16,435,26,48,361
10/04/2020,JAWA BARAT,10,0,1,9,445,27,48,370
11/04/2020,JAWA BARAT,45,1,1,43,490,28,49,413
12/04/2020,JAWA BARAT,35,4,3,28,525,31,53,441
13/04/2020,JAWA BARAT,76,10,3,63,601,34,63,504
14/04/2020,JAWA BARAT,6,1,1,4,607,35,64,508
15/04/2020,JAWA BARAT,38,3,1,34,645,36,67,542
16/04/2020,JAWA BARAT,23,1,6,16,668,42,68,558
17/04/2020,JAWA BARAT,61,3,16,42,729,58,71,600
18/04/2020,JAWA BARAT,19,0,2,17,748,60,71,617
19/04/2020,JAWA BARAT,54,1,12,41,802,72,72,658
20/04/2020,JAWA BARAT,27,3,4,20,829,76,75,678
21/04/2020,JAWA BARAT,19,5,19,-5,848,95,80,673
22/04/2020,JAWA BARAT,8,3,3,2,856,98,83,675
23/04/2020,JAWA BARAT,29,3,9,17,885,107,86,692
24/04/2020,JAWA BARAT,74,2,3,69,959,110,88,761
25/04/2020,JAWA BARAT,47,0,4,43,1006,114,88,804
26/04/2020,JAWA BARAT,12,0,1,11,1018,115,88,815
27/04/2020,JAWA BARAT,38,1,3,34,1056,118,89,849
28/04/2020,JAWA BARAT,19,1,6,12,1075,124,90,861
29/04/2020,JAWA BARAT,40,0,7,33,1115,131,90,894
30/04/2020,JAWA BARAT,5,4,31,-30,1120,162,94,864
01/05/2020,JAWA BARAT,4,0,3,1,1124,165,94,865
02/05/2020,JAWA BARAT,36,1,2,33,1160,167,95,898
03/05/2020,JAWA BARAT,14,1,7,6,1174,174,96,904
04/05/2020,JAWA BARAT,182,3,7,172,1356,181,99,1076
05/05/2020,JAWA BARAT,52,1,10,41,1408,191,100,1117
06/05/2020,JAWA BARAT,21,3,8,10,1429,199,103,1127
07/05/2020,JAWA BARAT,53,0,6,47,1482,205,103,1174
08/05/2020,JAWA BARAT,30,2,0,28,1512,205,105,1202
09/05/2020,JAWA BARAT,29,3,19,7,1541,224,108,1209
10/05/2020,JAWA BARAT,0,0,2,-2,1541,226,108,1207
11/05/2020,JAWA BARAT,54,3,11,40,1595,237,111,1247
12/05/2020,JAWA BARAT,54,0,4,50,1649,241,111,1297
13/05/2020,JAWA BARAT,8,0,27,-19,1657,268,111,1278
14/05/2020,JAWA BARAT,11,1,7,3,1668,275,112,1281
15/05/2020,JAWA BARAT,33,1,18,14,1701,293,113,1295
16/05/2020,JAWA BARAT,24,0,3,21,1725,296,113,1316
17/05/2020,JAWA BARAT,32,3,57,-28,1757,353,116,1288
18/05/2020,JAWA BARAT,22,9,74,-61,1779,427,125,1227
19/05/2020,JAWA BARAT,24,1,14,9,1803,441,126,1236
20/05/2020,JAWA BARAT,143,0,2,141,1946,443,126,1377
21/05/2020,JAWA BARAT,68,0,11,57,2014,454,126,1434
22/05/2020,JAWA BARAT,38,2,13,23,2052,467,128,1457
23/05/2020,JAWA BARAT,55,2,40,13,2107,507,130,1470
24/05/2020,JAWA BARAT,49,1,11,37,2156,518,131,1507
25/05/2020,JAWA BARAT,18,0,4,14,2174,522,131,1521
26/05/2020,JAWA BARAT,15,9,21,-15,2189,543,140,1506
27/05/2020,JAWA BARAT,25,5,32,-12,2214,575,145,1494
28/05/2020,JAWA BARAT,26,0,45,-19,2240,620,145,1475
29/05/2020,JAWA BARAT,40,1,6,33,2280,626,146,1508
30/05/2020,JAWA BARAT,20,2,32,-14,2300,658,148,1494
31/05/2020,JAWA BARAT,38,0,8,30,2338,666,148,1524
01/06/2020,JAWA BARAT,41,0,8,33,2379,674,148,1557
02/06/2020,JAWA BARAT,18,7,36,-25,2397,710,155,1532
03/06/2020,JAWA BARAT,4,3,55,-54,2401,765,158,1478
04/06/2020,JAWA BARAT,8,1,20,-13,2409,785,159,1465
05/06/2020,JAWA BARAT,15,3,47,-35,2424,832,162,1430
06/06/2020,JAWA BARAT,13,0,16,-3,2437,848,162,1427
07/06/2020,JAWA BARAT,34,0,106,-72,2471,954,162,1355
08/06/2020,JAWA BARAT,24,3,68,-47,2495,1022,165,1308
09/06/2020,JAWA BARAT,29,0,12,17,2524,1034,165,1325
10/06/2020,JAWA BARAT,49,0,38,11,2573,1072,165,1336
11/06/2020,JAWA BARAT,47,0,20,27,2620,1092,165,1363
12/06/2020,JAWA BARAT,15,0,47,-32,2635,1139,165,1331
13/06/2020,JAWA BARAT,12,0,36,-24,2647,1175,165,1307
14/06/2020,JAWA BARAT,15,0,39,-24,2662,1214,165,1283
15/06/2020,JAWA BARAT,24,1,7,16,2686,1221,166,1299
16/06/2020,JAWA BARAT,37,0,12,25,2723,1233,166,1324
17/06/2020,JAWA BARAT,43,7,28,8,2766,1261,173,1332
18/06/2020,JAWA BARAT,51,2,54,-5,2817,1315,175,1327
19/06/2020,JAWA BARAT,63,0,29,34,2880,1344,175,1361
20/06/2020,JAWA BARAT,19,0,1,18,2899,1345,175,1379
21/06/2020,JAWA BARAT,22,0,2,20,2921,1347,175,1399
22/06/2020,JAWA BARAT,18,0,24,-6,2939,1371,175,1393
23/06/2020,JAWA BARAT,32,0,30,2,2971,1401,175,1395
24/06/2020,JAWA BARAT,46,0,8,38,3017,1409,175,1433
25/06/2020,JAWA BARAT,41,2,57,-18,3058,1466,177,1415
26/06/2020,JAWA BARAT,35,2,109,-76,3093,1575,179,1339
27/06/2020,JAWA BARAT,49,0,14,35,3142,1589,179,1374
28/06/2020,JAWA BARAT,26,0,9,17,3168,1598,179,1391
29/06/2020,JAWA BARAT,42,0,3,39,3210,1601,179,1430
30/06/2020,JAWA BARAT,75,1,84,-10,3285,1685,180,1420
01/07/2020,JAWA BARAT,58,0,15,43,3343,1700,180,1463
02/07/2020,JAWA BARAT,65,0,45,20,3408,1745,180,1483
03/07/2020,JAWA BARAT,32,0,4,28,3440,1749,180,1511
04/07/2020,JAWA BARAT,86,0,23,63,3526,1772,180,1574
05/07/2020,JAWA BARAT,108,0,16,92,3634,1788,180,1666
06/07/2020,JAWA BARAT,129,1,22,106,3763,1810,181,1772
07/07/2020,JAWA BARAT,81,2,44,35,3844,1854,183,1807
08/07/2020,JAWA BARAT,95,2,25,68,3939,1879,185,1875
09/07/2020,JAWA BARAT,964,4,28,932,4903,1907,189,2807
10/07/2020,JAWA BARAT,108,0,33,75,5011,1940,189,2882
11/07/2020,JAWA BARAT,73,1,29,43,5084,1969,190,2925
12/07/2020,JAWA BARAT,44,0,9,35,5128,1978,190,2960
13/07/2020,JAWA BARAT,87,0,19,68,5215,1997,190,3028
14/07/2020,JAWA BARAT,77,1,34,42,5292,2031,191,3070
15/07/2020,JAWA BARAT,74,1,145,-72,5366,2176,192,2998
16/07/2020,JAWA BARAT,40,0,18,22,5406,2194,192,3020
17/07/2020,JAWA BARAT,51,1,33,17,5457,2227,193,3037
18/07/2020,JAWA BARAT,58,1,18,39,5515,2245,194,3076
19/07/2020,JAWA BARAT,24,0,4,20,5539,2249,194,3096
20/07/2020,JAWA BARAT,59,0,96,-37,5598,2345,194,3059
21/07/2020,JAWA BARAT,65,4,32,29,5663,2377,198,3088
22/07/2020,JAWA BARAT,32,0,23,9,5695,2400,198,3097
23/07/2020,JAWA BARAT,63,1,13,49,5758,2413,199,3146
24/07/2020,JAWA BARAT,89,0,19,70,5847,2432,199,3216
25/07/2020,JAWA BARAT,72,0,32,40,5919,2464,199,3256
26/07/2020,JAWA BARAT,50,0,23,27,5969,2487,199,3283
27/07/2020,JAWA BARAT,57,0,406,-349,6026,2893,199,2934
28/07/2020,JAWA BARAT,132,0,606,-474,6158,3499,199,2460
29/07/2020,JAWA BARAT,97,2,48,47,6255,3547,201,2507
30/07/2020,JAWA BARAT,141,2,333,-194,6396,3880,203,2313
31/07/2020,JAWA BARAT,69,0,17,52,6465,3897,203,2365
01/08/2020,JAWA BARAT,59,0,19,40,6524,3916,203,2405
02/08/2020,JAWA BARAT,57,0,7,50,6581,3923,203,2455
03/08/2020,JAWA BARAT,53,0,47,6,6634,3970,203,2461
04/08/2020,JAWA BARAT,93,5,170,-82,6727,4140,208,2379
05/08/2020,JAWA BARAT,124,0,9,115,6851,4149,208,2494
06/08/2020,JAWA BARAT,82,1,32,49,6933,4181,209,2543
07/08/2020,JAWA BARAT,151,4,62,85,7084,4243,213,2628
08/08/2020,JAWA BARAT,241,3,40,198,7325,4283,216,2826
09/08/2020,JAWA BARAT,176,4,66,106,7501,4349,220,2932
10/08/2020,JAWA BARAT,33,0,27,6,7534,4376,220,2938
11/08/2020,JAWA BARAT,92,4,39,49,7626,4415,224,2987
12/08/2020,JAWA BARAT,106,1,70,35,7732,4485,225,3022
13/08/2020,JAWA BARAT,110,1,17,92,7842,4502,226,3114
14/08/2020,JAWA BARAT,362,1,21,340,8204,4523,227,3454
15/08/2020,JAWA BARAT,227,0,36,191,8431,4559,227,3645
16/08/2020,JAWA BARAT,78,2,41,35,8509,4600,229,3680
17/08/2020,JAWA BARAT,44,1,45,-2,8553,4645,230,3678
18/08/2020,JAWA BARAT,45,0,18,27,8598,4663,230,3705
19/08/2020,JAWA BARAT,103,5,50,48,8701,4713,235,3753
20/08/2020,JAWA BARAT,197,2,72,123,8898,4785,237,3876
21/08/2020,JAWA BARAT,93,8,119,-34,8991,4904,245,3842
22/08/2020,JAWA BARAT,153,6,178,-31,9144,5082,251,3811
23/08/2020,JAWA BARAT,68,1,507,-440,9212,5589,252,3371
24/08/2020,JAWA BARAT,132,2,207,-77,9344,5796,254,3294
25/08/2020,JAWA BARAT,256,1,6,249,9600,5802,255,3543
26/08/2020,JAWA BARAT,176,0,30,146,9776,5832,255,3689
27/08/2020,JAWA BARAT,153,0,89,64,9929,5921,255,3753
28/08/2020,JAWA BARAT,557,2,64,491,10486,5985,257,4244
29/08/2020,JAWA BARAT,285,0,8,277,10771,5993,257,4521
30/08/2020,JAWA BARAT,101,0,25,76,10872,6018,257,4597
31/08/2020,JAWA BARAT,146,8,57,81,11018,6075,265,4678
01/09/2020,JAWA BARAT,213,1,47,165,11231,6122,266,4843
02/09/2020,JAWA BARAT,202,1,138,63,11433,6260,267,4906
03/09/2020,JAWA BARAT,236,4,30,202,11669,6290,271,5108
04/09/2020,JAWA BARAT,381,1,83,297,12050,6373,272,5405
05/09/2020,JAWA BARAT,218,0,45,173,12268,6418,272,5578
06/09/2020,JAWA BARAT,171,0,53,118,12439,6471,272,5696
07/09/2020,JAWA BARAT,202,0,88,114,12641,6559,272,5810
08/09/2020,JAWA BARAT,333,2,76,255,12974,6635,274,6065
09/09/2020,JAWA BARAT,284,4,47,233,13258,6682,278,6298
10/09/2020,JAWA BARAT,333,0,111,222,13591,6793,278,6520
11/09/2020,JAWA BARAT,271,7,285,-21,13862,7078,285,6499
12/09/2020,JAWA BARAT,288,1,328,-41,14150,7406,286,6458
13/09/2020,JAWA BARAT,161,5,192,-36,14311,7598,291,6422
14/09/2020,JAWA BARAT,206,0,167,39,14517,7765,291,6461
15/09/2020,JAWA BARAT,354,7,250,97,14871,8015,298,6558
16/09/2020,JAWA BARAT,299,1,207,91,15170,8222,299,6649
17/09/2020,JAWA BARAT,355,4,331,20,15525,8553,303,6669
18/09/2020,JAWA BARAT,347,3,284,60,15872,8837,306,6729
19/09/2020,JAWA BARAT,457,0,552,-95,16329,9389,306,6634
20/09/2020,JAWA BARAT,423,6,402,15,16752,9791,312,6649
21/09/2020,JAWA BARAT,689,2,249,438,17441,10040,314,7087
22/09/2020,JAWA BARAT,600,10,595,-5,18041,10635,324,7082
23/09/2020,JAWA BARAT,512,14,170,328,18553,10805,338,7410
24/09/2020,JAWA BARAT,793,12,252,529,19346,11057,350,7939
25/09/2020,JAWA BARAT,729,13,821,-105,20075,11878,363,7834
26/09/2020,JAWA BARAT,391,16,621,-246,20466,12499,379,7588
27/09/2020,JAWA BARAT,435,2,238,195,20901,12737,381,7783
28/09/2020,JAWA BARAT,492,1,295,196,21393,13032,382,7979
29/09/2020,JAWA BARAT,316,15,113,188,21709,13145,397,8167
30/09/2020,JAWA BARAT,431,16,372,43,22140,13517,413,8210
01/10/2020,JAWA BARAT,577,16,131,430,22717,13648,429,8640
02/10/2020,JAWA BARAT,536,15,186,335,23253,13834,444,8975
03/10/2020,JAWA BARAT,354,15,96,243,23607,13930,459,9218
04/10/2020,JAWA BARAT,246,16,78,152,23853,14008,475,9370
05/10/2020,JAWA BARAT,500,15,792,-307,24353,14800,490,9063
06/10/2020,JAWA BARAT,508,17,205,286,24861,15005,507,9349
07/10/2020,JAWA BARAT,751,13,505,233,25612,15510,520,9582
08/10/2020,JAWA BARAT,591,4,325,262,26203,15835,524,9844
09/10/2020,JAWA BARAT,499,2,550,-53,26702,16385,526,9791
10/10/2020,JAWA BARAT,268,2,390,-124,26970,16775,528,9667
11/10/2020,JAWA BARAT,206,0,553,-347,27176,17328,528,9320
12/10/2020,JAWA BARAT,297,9,238,50,27473,17566,537,9370
13/10/2020,JAWA BARAT,567,0,566,1,28040,18132,537,9371
14/10/2020,JAWA BARAT,444,12,526,-94,28484,18658,549,9277
15/10/2020,JAWA BARAT,599,9,312,278,29083,18970,558,9555
16/10/2020,JAWA BARAT,426,0,384,42,29509,19354,558,9597
17/10/2020,JAWA BARAT,503,0,440,63,30012,19794,558,9660
18/10/2020,JAWA BARAT,211,0,346,-135,30223,20140,558,9525
19/10/2020,JAWA BARAT,515,21,342,152,30738,20482,579,9677
20/10/2020,JAWA BARAT,470,20,211,239,31208,20693,599,9916
21/10/2020,JAWA BARAT,633,16,548,69,31841,21241,615,9985
22/10/2020,JAWA BARAT,722,23,333,366,32563,21574,638,10351
23/10/2020,JAWA BARAT,513,11,318,184,33076,21892,649,10535
24/10/2020,JAWA BARAT,439,19,652,-232,33515,22544,668,10303
25/10/2020,JAWA BARAT,356,11,464,-119,33871,23008,679,10184
26/10/2020,JAWA BARAT,441,14,441,-14,34312,23449,693,10170
27/10/2020,JAWA BARAT,395,14,556,-175,34707,24005,707,9995
28/10/2020,JAWA BARAT,407,7,372,28,35114,24377,714,10023
29/10/2020,JAWA BARAT,458,0,490,-32,35572,24867,714,9991
30/10/2020,JAWA BARAT,321,4,350,-33,35893,25217,718,9958
31/10/2020,JAWA BARAT,422,1,290,131,36315,25507,719,10089
01/11/2020,JAWA BARAT,244,2,625,-383,36559,26132,721,9706
02/11/2020,JAWA BARAT,334,11,385,-62,36893,26517,732,9644
03/11/2020,JAWA BARAT,482,5,392,85,37375,26909,737,9729
04/11/2020,JAWA BARAT,525,16,282,227,37900,27191,753,9956
05/11/2020,JAWA BARAT,639,9,396,234,38539,27587,762,10190
06/11/2020,JAWA BARAT,587,0,462,125,39126,28049,762,10315
07/11/2020,JAWA BARAT,477,0,458,19,39603,28507,762,10334
08/11/2020,JAWA BARAT,479,1,622,-144,40082,29129,763,10190
09/11/2020,JAWA BARAT,330,3,915,-588,40412,30044,766,9602
10/11/2020,JAWA BARAT,748,6,899,-157,41160,30943,772,9445
11/11/2020,JAWA BARAT,668,5,435,228,41828,31378,777,9673
12/11/2020,JAWA BARAT,734,21,628,85,42562,32006,798,9758
13/11/2020,JAWA BARAT,800,5,396,399,43362,32402,803,10157
14/11/2020,JAWA BARAT,808,2,474,332,44170,32876,805,10489
15/11/2020,JAWA BARAT,307,0,995,-688,44477,33871,805,9801
16/11/2020,JAWA BARAT,558,19,654,-115,45035,34525,824,9686
17/11/2020,JAWA BARAT,646,23,906,-283,45681,35431,847,9403
18/11/2020,JAWA BARAT,367,4,884,-521,46048,36315,851,8882
19/11/2020,JAWA BARAT,398,8,636,-246,46446,36951,859,8636
20/11/2020,JAWA BARAT,872,1,101,770,47318,37052,860,9406
21/11/2020,JAWA BARAT,364,0,626,-262,47682,37678,860,9144
22/11/2020,JAWA BARAT,374,0,153,221,48056,37831,860,9365
23/11/2020,JAWA BARAT,602,0,929,-327,48658,38760,860,9038
24/11/2020,JAWA BARAT,299,4,452,-157,48957,39212,864,8881
25/11/2020,JAWA BARAT,741,7,717,17,49698,39929,871,8898
26/11/2020,JAWA BARAT,775,4,831,-60,50473,40760,875,8838
27/11/2020,JAWA BARAT,699,5,735,-41,51172,41495,880,8797
28/11/2020,JAWA BARAT,367,5,1020,-658,51539,42515,885,8139
29/11/2020,JAWA BARAT,228,9,892,-673,51767,43407,894,7466
30/11/2020,JAWA BARAT,741,12,727,2,52508,44134,906,7468
01/12/2020,JAWA BARAT,878,12,836,30,53386,44970,918,7498
02/12/2020,JAWA BARAT,764,4,336,424,54150,45306,922,7922
03/12/2020,JAWA BARAT,1648,22,852,774,55798,46158,944,8696
04/12/2020,JAWA BARAT,992,2,814,176,56790,46972,946,8872
05/12/2020,JAWA BARAT,1086,2,592,492,57876,47564,948,9364
06/12/2020,JAWA BARAT,1388,7,1203,178,59264,48767,955,9542
07/12/2020,JAWA BARAT,1171,8,1216,-53,60435,49983,963,9489
08/12/2020,JAWA BARAT,731,6,533,192,61166,50516,969,9681
09/12/2020,JAWA BARAT,908,20,545,343,62074,51061,989,10024
10/12/2020,JAWA BARAT,960,33,691,236,63034,51752,1022,10260
11/12/2020,JAWA BARAT,1029,20,926,83,64063,52678,1042,10343
12/12/2020,JAWA BARAT,1283,2,910,371,65346,53588,1044,10714
13/12/2020,JAWA BARAT,855,5,629,221,66201,54217,1049,10935
14/12/2020,JAWA BARAT,600,14,817,-231,66801,55034,1063,10704
15/12/2020,JAWA BARAT,1256,6,1175,75,68057,56209,1069,10779
16/12/2020,JAWA BARAT,1434,4,1018,412,69491,57227,1073,11191
17/12/2020,JAWA BARAT,1277,13,897,367,70768,58124,1086,11558
18/12/2020,JAWA BARAT,987,1,831,155,71755,58955,1087,11713
19/12/2020,JAWA BARAT,1132,1,736,395,72887,59691,1088,12108
20/12/2020,JAWA BARAT,1052,1,1186,-135,73939,60877,1089,11973
21/12/2020,JAWA BARAT,716,4,629,83,74655,61506,1093,12056
22/12/2020,JAWA BARAT,925,3,771,151,75580,62277,1096,12207
23/12/2020,JAWA BARAT,903,2,940,-39,76483,63217,1098,12168
24/12/2020,JAWA BARAT,702,10,516,176,77185,63733,1108,12344
25/12/2020,JAWA BARAT,903,0,716,187,78088,64449,1108,12531
26/12/2020,JAWA BARAT,601,0,676,-75,78689,65125,1108,12456
27/12/2020,JAWA BARAT,892,43,1172,-323,79581,66297,1151,12133
28/12/2020,JAWA BARAT,403,0,829,-426,79984,67126,1151,11707
29/12/2020,JAWA BARAT,1329,2,1156,171,81313,68282,1153,11878
30/12/2020,JAWA BARAT,1233,2,1181,50,82546,69463,1155,11928
31/12/2020,JAWA BARAT,1024,11,1245,-232,83570,70708,1166,11696
01/01/2021,JAWA BARAT,1504,3,1205,296,85074,71913,1169,11992
02/01/2021,JAWA BARAT,1167,1,914,252,86241,72827,1170,12244
03/01/2021,JAWA BARAT,1232,2,1114,116,87473,73941,1172,12360
04/01/2021,JAWA BARAT,1079,2,1041,36,88552,74982,1174,12396
05/01/2021,JAWA BARAT,1100,8,1081,11,89652,76063,1182,12407
06/01/2021,JAWA BARAT,1470,11,1362,97,91122,77425,1193,12504
07/01/2021,JAWA BARAT,1416,2,1203,211,92538,78628,1195,12715
08/01/2021,JAWA BARAT,1824,4,912,908,94362,79540,1199,13623
09/01/2021,JAWA BARAT,1731,6,1176,549,96093,80716,1205,14172
10/01/2021,JAWA BARAT,1467,8,949,510,97560,81665,1213,14682
11/01/2021,JAWA BARAT,1475,11,1059,405,99035,82724,1224,15087
12/01/2021,JAWA BARAT,1540,15,965,560,100575,83689,1239,15647
13/01/2021,JAWA BARAT,1755,11,1060,684,102330,84749,1250,16331
14/01/2021,JAWA BARAT,2202,11,1348,843,104532,86097,1261,17174
15/01/2021,JAWA BARAT,3095,27,1091,1977,107627,87188,1288,19151
16/01/2021,JAWA BARAT,3460,42,2142,1276,111087,89330,1330,20427
17/01/2021,JAWA BARAT,1491,11,1581,-101,112578,90911,1341,20326
18/01/2021,JAWA BARAT,1486,28,1624,-166,114064,92535,1369,20160
19/01/2021,JAWA BARAT,1684,24,1362,298,115748,93897,1393,20458
20/01/2021,JAWA BARAT,1814,13,1489,312,117562,95386,1406,20770
21/01/2021,JAWA BARAT,1228,73,1594,-439,118790,96980,1479,20331
22/01/2021,JAWA BARAT,2441,8,1361,1072,121231,98341,1487,21403
23/01/2021,JAWA BARAT,1809,16,2116,-323,123040,100457,1503,21080
24/01/2021,JAWA BARAT,2328,8,1766,554,125368,102223,1511,21634
25/01/2021,JAWA BARAT,2022,2,1233,787,127390,103456,1513,22421
26/01/2021,JAWA BARAT,3925,13,2247,1665,131315,105703,1526,24086
27/01/2021,JAWA BARAT,3198,105,1796,1297,134513,107499,1631,25383
28/01/2021,JAWA BARAT,4533,163,2290,2080,139046,109789,1794,27463
29/01/2021,JAWA BARAT,3834,5,2235,1594,142880,112024,1799,29057
30/01/2021,JAWA BARAT,4601,27,2660,1914,147481,114684,1826,30971
31/01/2021,JAWA BARAT,2848,62,2459,327,150329,117143,1888,31298
01/02/2021,JAWA BARAT,2969,5,2544,420,153298,119687,1893,31718
02/02/2021,JAWA BARAT,2068,78,2308,-318,155366,121995,1971,31400
03/02/2021,JAWA BARAT,2241,10,1892,339,157607,123887,1981,31739
04/02/2021,JAWA BARAT,2020,17,2361,-358,159627,126248,1998,31381
05/02/2021,JAWA BARAT,2117,28,2674,-585,161744,128922,2026,30796
06/02/2021,JAWA BARAT,3971,4,3115,852,165715,132037,2030,31648
07/02/2021,JAWA BARAT,1987,2,2088,-103,167702,134125,2032,31545
08/02/2021,JAWA BARAT,1498,12,3220,-1734,169200,137345,2044,29811
09/02/2021,JAWA BARAT,776,17,2127,-1368,169976,139472,2061,28443
10/02/2021,JAWA BARAT,661,16,1059,-414,170637,140531,2077,28029
11/02/2021,JAWA BARAT,1060,18,1127,-85,171697,141658,2095,27944
12/02/2021,JAWA BARAT,683,5,1582,-904,172380,143240,2100,27040
13/02/2021,JAWA BARAT,1736,2,2483,-749,174116,145723,2102,26291
14/02/2021,JAWA BARAT,881,6,1687,-812,174997,147410,2108,25479
15/02/2021,JAWA BARAT,947,5,1266,-324,175944,148676,2113,25155
16/02/2021,JAWA BARAT,4032,14,2100,1918,179976,150776,2127,27073
17/02/2021,JAWA BARAT,4333,3,2703,1627,184309,153479,2130,28700
18/02/2021,JAWA BARAT,4210,9,3344,857,188519,156823,2139,29557
19/02/2021,JAWA BARAT,3846,25,2555,1266,192365,159378,2164,30823
20/02/2021,JAWA BARAT,975,5,1528,-558,193340,160906,2169,30265
21/02/2021,JAWA BARAT,1021,4,1623,-606,194361,162529,2173,29659
22/02/2021,JAWA BARAT,3812,16,2831,965,198173,165360,2189,30624
23/02/2021,JAWA BARAT,4334,23,2048,2263,202507,167408,2212,32887
24/02/2021,JAWA BARAT,2192,7,1379,806,204699,168787,2219,33693
25/02/2021,JAWA BARAT,2545,73,1086,1386,207244,169873,2292,35079
26/02/2021,JAWA BARAT,2314,7,867,1440,209558,170740,2299,36519
27/02/2021,JAWA BARAT,876,5,651,220,210434,171391,2304,36739
28/02/2021,JAWA BARAT,771,51,534,186,211205,171925,2355,36925
01/03/2021,JAWA BARAT,1662,4,1692,-34,212867,173617,2359,36891
02/03/2021,JAWA BARAT,1654,49,2236,-631,214521,175853,2408,36260
03/03/2021,JAWA BARAT,1895,49,2257,-411,216416,178110,2457,35849
04/03/2021,JAWA BARAT,1731,45,1193,493,218147,179303,2502,36342
05/03/2021,JAWA BARAT,1785,7,1686,92,219932,180989,2509,36434
06/03/2021,JAWA BARAT,1094,1,1325,-232,221026,182314,2510,36202
07/03/2021,JAWA BARAT,1366,2,538,826,222392,182852,2512,37028
08/03/2021,JAWA BARAT,1739,72,1942,-275,224131,184794,2584,36753
09/03/2021,JAWA BARAT,1787,50,1005,732,225918,185799,2634,37485
10/03/2021,JAWA BARAT,1570,24,1245,301,227488,187044,2658,37786
11/03/2021,JAWA BARAT,781,6,4212,-3437,228269,191256,2664,34349
12/03/2021,JAWA BARAT,1357,43,2499,-1185,229626,193755,2707,33164
13/03/2021,JAWA BARAT,925,2,1590,-667,230551,195345,2709,32497
14/03/2021,JAWA BARAT,1133,6,946,181,231684,196291,2715,32678
